Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
UPP-A7,UPP-A7_3,M_3_31,3,Mixed,5,0.1142,0.011,0.096322242,128.84,231.35,19237.26023
KAL-1,KAL-1_3_control,C_94,3,Control,1,0.1037,0.01,0.096432015,129.36,385.54,2108.41303
KAL-1,KAL-1_3_control,C_94,3,Control,2,0.1037,0.01,0.096432015,100.62,300.15,2108.41303
KAL-1,KAL-1_3_control,C_94,3,Control,3,0.1037,0.01,0.096432015,54.45,291.44,2108.41303
KAL-1,KAL-1_3_control,C_94,3,Control,4,0.1037,0.01,0.096432015,600,383.19,2108.41303
KAL-1,KAL-1_3_control,C_94,3,Control,5,0.1037,0.01,0.096432015,600,313.9,2108.41303
UPP-A7,UPP-A7_4_control,C_162,4,Control,1,0.114,0.011,0.096491228,600,270.31,3201.81507
UPP-A7,UPP-A7_4_control,C_162,4,Control,2,0.114,0.011,0.096491228,143.85,355.21,3201.81507
UPP-A7,UPP-A7_4_control,C_162,4,Control,3,0.114,0.011,0.096491228,409.12,265.45,3201.81507
UPP-A7,UPP-A7_4_control,C_162,4,Control,4,0.114,0.011,0.096491228,176.06,199.54,3201.81507
UPP-A7,UPP-A7_4_control,C_162,4,Control,5,0.114,0.011,0.096491228,276.03,245.5,3201.81507
KAL-1,KAL-1_2_control,C_50,2,Control,1,0.1036,0.01,0.096525097,257.15,600,15978.2045
KAL-1,KAL-1_2_control,C_50,2,Control,2,0.1036,0.01,0.096525097,600,600,15978.2045
KAL-1,KAL-1_2_control,C_50,2,Control,3,0.1036,0.01,0.096525097,600,600,15978.2045
KAL-1,KAL-1_2_control,C_50,2,Control,4,0.1036,0.01,0.096525097,600,600,15978.2045
KAL-1,KAL-1_2_control,C_50,2,Control,5,0.1036,0.01,0.096525097,600,317.35,15978.2045
KAL-B3,KAL-B3_4_control,C_149,4,Control,1,0.0827,0.008,0.096735187,434.34,283.38,7413.75228
KAL-B3,KAL-B3_4_control,C_149,4,Control,2,0.0827,0.008,0.096735187,226.55,114.04,7413.75228
KAL-B3,KAL-B3_4_control,C_149,4,Control,3,0.0827,0.008,0.096735187,600,286.78,7413.75228
KAL-B3,KAL-B3_4_control,C_149,4,Control,4,0.0827,0.008,0.096735187,326.18,245.5,7413.75228
KAL-B3,KAL-B3_4_control,C_149,4,Control,5,0.0827,0.008,0.096735187,125.06,121.08,7413.75228
KAL-1,KAL-1_1_control,C_4,1,Control,1,0.1343,0.013,0.096798213,446.9,123.65,36456.71777
KAL-1,KAL-1_1_control,C_4,1,Control,2,0.1343,0.013,0.096798213,600,162.44,36456.71777
KAL-1,KAL-1_1_control,C_4,1,Control,3,0.1343,0.013,0.096798213,84.88,313.9,36456.71777
KAL-1,KAL-1_1_control,C_4,1,Control,4,0.1343,0.013,0.096798213,122.03,383.75,36456.71777
KAL-1,KAL-1_1_control,C_4,1,Control,5,0.1343,0.013,0.096798213,349.06,600,36456.71777
UPP-A8,UPP-A8_4_control,C_168,4,Control,1,0.0723,0.007,0.096818811,145.34,157.03,24053.18502
UPP-A8,UPP-A8_4_control,C_168,4,Control,2,0.0723,0.007,0.096818811,425,400.56,24053.18502
UPP-A8,UPP-A8_4_control,C_168,4,Control,3,0.0723,0.007,0.096818811,506.06,235.54,24053.18502
UPP-A8,UPP-A8_4_control,C_168,4,Control,4,0.0723,0.007,0.096818811,324.31,286.78,24053.18502
UPP-A8,UPP-A8_4_control,C_168,4,Control,5,0.0723,0.007,0.096818811,600,554.88,24053.18502
KAL-AA1,KAL-AA1_1_control,C_12,1,Control,1,0.0722,0.007,0.096952909,600,600,0
KAL-AA1,KAL-AA1_1_control,C_12,1,Control,2,0.0722,0.007,0.096952909,600,600,0
KAL-AA1,KAL-AA1_1_control,C_12,1,Control,3,0.0722,0.007,0.096952909,600,600,0
KAL-AA1,KAL-AA1_1_control,C_12,1,Control,4,0.0722,0.007,0.096952909,404.35,600,0
KAL-AA1,KAL-AA1_1_control,C_12,1,Control,5,0.0722,0.007,0.096952909,600,600,0
UPP-A7,UPP-A7_1_control,C_34,1,Control,1,0.0513,0.005,0.097465887,84.5,600,43093.57807
UPP-A7,UPP-A7_1_control,C_34,1,Control,2,0.0513,0.005,0.097465887,157.03,583.78,43093.57807
UPP-A7,UPP-A7_1_control,C_34,1,Control,3,0.0513,0.005,0.097465887,237.22,432.93,43093.57807
UPP-A7,UPP-A7_1_control,C_34,1,Control,4,0.0513,0.005,0.097465887,600,217.4,43093.57807
UPP-A7,UPP-A7_1_control,C_34,1,Control,5,0.0513,0.005,0.097465887,600,146.53,43093.57807
UPP-A7,UPP-A7_4_control,C_39,1,Control,1,0.0718,0.007,0.097493036,414.87,499.51,40970.20805
UPP-A7,UPP-A7_4_control,C_39,1,Control,2,0.0718,0.007,0.097493036,600,83.26,40970.20805
UPP-A7,UPP-A7_4_control,C_39,1,Control,3,0.0718,0.007,0.097493036,600,600,40970.20805
UPP-A7,UPP-A7_4_control,C_39,1,Control,4,0.0718,0.007,0.097493036,301.03,523.21,40970.20805
UPP-A7,UPP-A7_4_control,C_39,1,Control,5,0.0718,0.007,0.097493036,418.46,466.52,40970.20805
UPP-A7,UPP-A7_4,M_4_29,4,Mixed,1,0.1023,0.01,0.097751711,35.06,600,64253.88962
UPP-A7,UPP-A7_4,M_4_29,4,Mixed,2,0.1023,0.01,0.097751711,114.27,155.42,64253.88962
UPP-A7,UPP-A7_4,M_4_29,4,Mixed,3,0.1023,0.01,0.097751711,404.35,119.25,64253.88962
UPP-A7,UPP-A7_4,M_4_29,4,Mixed,4,0.1023,0.01,0.097751711,600,600,64253.88962
UPP-A7,UPP-A7_4,M_4_29,4,Mixed,5,0.1023,0.01,0.097751711,600,598.62,64253.88962
UPP-A8,UPP-A8_3_control,C_123,3,Control,1,0.0613,0.006,0.097879282,600,471.44,7459.86715
UPP-A8,UPP-A8_3_control,C_123,3,Control,2,0.0613,0.006,0.097879282,600,572.19,7459.86715
UPP-A8,UPP-A8_3_control,C_123,3,Control,3,0.0613,0.006,0.097879282,297.91,334,7459.86715
UPP-A8,UPP-A8_3_control,C_123,3,Control,4,0.0613,0.006,0.097879282,356.56,500,7459.86715
UPP-A8,UPP-A8_3_control,C_123,3,Control,5,0.0613,0.006,0.097879282,241.59,469.47,7459.86715
KAL-AA1,KAL-AA1_2_control,C_55,2,Control,1,0.0917,0.009,0.098146129,252.47,211.35,30209.7645
UPP-A10,UPP-A10_4,M_4_27,4,Mixed,1,0.0917,0.009,0.098146129,600,453.53,2646.04963
KAL-AA1,KAL-AA1_2_control,C_55,2,Control,2,0.0917,0.009,0.098146129,600,600,30209.7645
UPP-A10,UPP-A10_4,M_4_27,4,Mixed,2,0.0917,0.009,0.098146129,600,358.66,2646.04963
KAL-AA1,KAL-AA1_2_control,C_55,2,Control,3,0.0917,0.009,0.098146129,600,600,30209.7645
UPP-A10,UPP-A10_4,M_4_27,4,Mixed,3,0.0917,0.009,0.098146129,305.85,452.65,2646.04963
KAL-AA1,KAL-AA1_2_control,C_55,2,Control,4,0.0917,0.009,0.098146129,600,600,30209.7645
UPP-A10,UPP-A10_4,M_4_27,4,Mixed,4,0.0917,0.009,0.098146129,153.53,358.94,2646.04963
KAL-AA1,KAL-AA1_2_control,C_55,2,Control,5,0.0917,0.009,0.098146129,600,600,30209.7645
UPP-A10,UPP-A10_4,M_4_27,4,Mixed,5,0.0917,0.009,0.098146129,358.66,359.94,2646.04963
N10-C3,N10-C3_4_control,C_151,4,Control,1,0.0508,0.005,0.098425197,221.87,143.85,7838.00677
N10-C3,N10-C3_4_control,C_151,4,Control,2,0.0508,0.005,0.098425197,408.56,209.23,7838.00677
N10-C3,N10-C3_4_control,C_151,4,Control,3,0.0508,0.005,0.098425197,115.38,176.06,7838.00677
N10-C3,N10-C3_4_control,C_151,4,Control,4,0.0508,0.005,0.098425197,105.88,97.93,7838.00677
N10-C3,N10-C3_4_control,C_151,4,Control,5,0.0508,0.005,0.098425197,108.13,332.12,7838.00677
UPP-A7,UPP-A7_1_control,C_35,1,Control,1,0.0913,0.009,0.098576123,600,463.62,60456.23438
UPP-A7,UPP-A7_1_control,C_35,1,Control,2,0.0913,0.009,0.098576123,385.54,600,60456.23438
UPP-A7,UPP-A7_1_control,C_35,1,Control,3,0.0913,0.009,0.098576123,600,174.06,60456.23438
UPP-A7,UPP-A7_1_control,C_35,1,Control,4,0.0913,0.009,0.098576123,383.22,600,60456.23438
UPP-A7,UPP-A7_1_control,C_35,1,Control,5,0.0913,0.009,0.098576123,192.27,70.75,60456.23438
KAL-AA1,KAL-AA1_4,M_4_10,4,Mixed,1,0.152,0.015,0.098684211,297.91,160.66,39169.67377
KAL-AA1,KAL-AA1_4,M_4_10,4,Mixed,2,0.152,0.015,0.098684211,356.56,600,39169.67377
KAL-AA1,KAL-AA1_4,M_4_10,4,Mixed,3,0.152,0.015,0.098684211,600,119.83,39169.67377
KAL-AA1,KAL-AA1_4,M_4_10,4,Mixed,4,0.152,0.015,0.098684211,160.66,153.53,39169.67377
KAL-AA1,KAL-AA1_4,M_4_10,4,Mixed,5,0.152,0.015,0.098684211,600,241.34,39169.67377
N10-C3,N10-C3_1_control,C_20,1,Control,1,0.1213,0.012,0.098928277,63.16,184.94,3310.86755
N10-C3,N10-C3_1_control,C_20,1,Control,2,0.1213,0.012,0.098928277,70.38,155.65,3310.86755
N10-C3,N10-C3_1_control,C_20,1,Control,3,0.1213,0.012,0.098928277,155.59,94.49,3310.86755
N10-C3,N10-C3_1_control,C_20,1,Control,4,0.1213,0.012,0.098928277,270.91,55.28,3310.86755
N10-C3,N10-C3_1_control,C_20,1,Control,5,0.1213,0.012,0.098928277,176.81,183.24,3310.86755
UPP-A10,UPP-A10_3_control,C_112,3,Control,1,0.0606,0.006,0.099009901,116.78,366.21,33184.27927
KAL-AA1,KAL-AA1_2,M_2_6,2,Mixed,1,0.0606,0.006,0.099009901,289.71,600,62553.28707
UPP-A10,UPP-A10_3_control,C_112,3,Control,2,0.0606,0.006,0.099009901,266.34,495.43,33184.27927
KAL-AA1,KAL-AA1_2,M_2_6,2,Mixed,2,0.0606,0.006,0.099009901,513.87,312.17,62553.28707
UPP-A10,UPP-A10_3_control,C_112,3,Control,3,0.0606,0.006,0.099009901,67.63,294.56,33184.27927
KAL-AA1,KAL-AA1_2,M_2_6,2,Mixed,3,0.0606,0.006,0.099009901,313.9,554.88,62553.28707
UPP-A10,UPP-A10_3_control,C_112,3,Control,4,0.0606,0.006,0.099009901,600,161.23,33184.27927
KAL-AA1,KAL-AA1_2,M_2_6,2,Mixed,4,0.0606,0.006,0.099009901,409.12,143.37,62553.28707
UPP-A10,UPP-A10_3_control,C_112,3,Control,5,0.0606,0.006,0.099009901,289.06,24.56,33184.27927
KAL-AA1,KAL-AA1_2,M_2_6,2,Mixed,5,0.0606,0.006,0.099009901,176.06,475.82,62553.28707
UPP-A8,UPP-A8_4_control,C_169,4,Control,1,0.0704,0.007,0.099431818,67.79,599.45,6005.74727
UPP-A8,UPP-A8_4_control,C_169,4,Control,2,0.0704,0.007,0.099431818,600,509.69,6005.74727
UPP-A8,UPP-A8_4_control,C_169,4,Control,3,0.0704,0.007,0.099431818,600,514.5,6005.74727
UPP-A8,UPP-A8_4_control,C_169,4,Control,4,0.0704,0.007,0.099431818,600,522.1,6005.74727
UPP-A8,UPP-A8_4_control,C_169,4,Control,5,0.0704,0.007,0.099431818,600,383.75,6005.74727
UPP-B77,UPP-B77_2_control,C_90,2,Control,1,0.1302,0.013,0.09984639,600,600,19835.28245
UPP-B77,UPP-B77_2_control,C_90,2,Control,2,0.1302,0.013,0.09984639,600,600,19835.28245
UPP-B77,UPP-B77_2_control,C_90,2,Control,3,0.1302,0.013,0.09984639,107.37,600,19835.28245
UPP-B77,UPP-B77_2_control,C_90,2,Control,4,0.1302,0.013,0.09984639,317.35,279.07,19835.28245
UPP-B77,UPP-B77_2_control,C_90,2,Control,5,0.1302,0.013,0.09984639,351.64,570.93,19835.28245
UPP-A7,UPP-A7_4_control,C_38,1,Control,1,0.041,0.0041,0.1,600,600,31845.75987
KAL-AA1,KAL-AA1_3,M_3_11,3,Mixed,1,0.134,0.0134,0.1,600,600,0
KAL-AA1,KAL-AA1_3,M_3_12,3,Mixed,1,0.131,0.0131,0.1,110.53,600,0
UPP-A7,UPP-A7_4_control,C_38,1,Control,2,0.041,0.0041,0.1,471.75,275.91,31845.75987
KAL-AA1,KAL-AA1_3,M_3_11,3,Mixed,2,0.134,0.0134,0.1,600,600,0
KAL-AA1,KAL-AA1_3,M_3_12,3,Mixed,2,0.131,0.0131,0.1,600,600,0
UPP-A7,UPP-A7_4_control,C_38,1,Control,3,0.041,0.0041,0.1,72.19,600,31845.75987
KAL-AA1,KAL-AA1_3,M_3_11,3,Mixed,3,0.134,0.0134,0.1,600,600,0
KAL-AA1,KAL-AA1_3,M_3_12,3,Mixed,3,0.131,0.0131,0.1,600,600,0
UPP-A7,UPP-A7_4_control,C_38,1,Control,4,0.041,0.0041,0.1,137.41,338.75,31845.75987
KAL-AA1,KAL-AA1_3,M_3_11,3,Mixed,4,0.134,0.0134,0.1,220.89,600,0
KAL-AA1,KAL-AA1_3,M_3_12,3,Mixed,4,0.131,0.0131,0.1,600,600,0
UPP-A7,UPP-A7_4_control,C_38,1,Control,5,0.041,0.0041,0.1,600,230.75,31845.75987
KAL-AA1,KAL-AA1_3,M_3_11,3,Mixed,5,0.134,0.0134,0.1,369.81,600,0
KAL-AA1,KAL-AA1_3,M_3_12,3,Mixed,5,0.131,0.0131,0.1,600,600,0
KAL-AA1,KAL-AA1_4_control,C_143,4,Control,1,0.0698,0.007,0.100286533,539.28,285.47,19785.82418
KAL-AA1,KAL-AA1_4_control,C_143,4,Control,2,0.0698,0.007,0.100286533,245.5,600,19785.82418
KAL-AA1,KAL-AA1_4_control,C_143,4,Control,3,0.0698,0.007,0.100286533,600,600,19785.82418
KAL-AA1,KAL-AA1_4_control,C_143,4,Control,4,0.0698,0.007,0.100286533,121.08,600,19785.82418
KAL-AA1,KAL-AA1_4_control,C_143,4,Control,5,0.0698,0.007,0.100286533,600,600,19785.82418
KAL-1,KAL-1_3,M_3_4,3,Mixed,1,0.0895,0.009,0.100558659,96,600,45232.03688
KAL-1,KAL-1_3,M_3_4,3,Mixed,2,0.0895,0.009,0.100558659,385.38,600,45232.03688
KAL-1,KAL-1_3,M_3_4,3,Mixed,3,0.0895,0.009,0.100558659,111.31,294.25,45232.03688
KAL-1,KAL-1_3,M_3_4,3,Mixed,4,0.0895,0.009,0.100558659,600,151.38,45232.03688
KAL-1,KAL-1_3,M_3_4,3,Mixed,5,0.0895,0.009,0.100558659,600,600,45232.03688
N10-C3,N10-C3_1_control,C_22,1,Control,1,0.1375,0.014,0.101818182,251.81,600,68185.57388
N10-C3,N10-C3_1_control,C_22,1,Control,2,0.1375,0.014,0.101818182,600,600,68185.57388
N10-C3,N10-C3_1_control,C_22,1,Control,3,0.1375,0.014,0.101818182,158.94,600,68185.57388
N10-C3,N10-C3_1_control,C_22,1,Control,4,0.1375,0.014,0.101818182,600,179.06,68185.57388
N10-C3,N10-C3_1_control,C_22,1,Control,5,0.1375,0.014,0.101818182,13.25,76.66,68185.57388
KAL-1,KAL-1_1_control,C_3,1,Control,1,0.0678,0.007,0.103244838,206.22,151.24,50336.45952
KAL-1,KAL-1_1_control,C_3,1,Control,2,0.0678,0.007,0.103244838,414.03,600,50336.45952
KAL-1,KAL-1_1_control,C_3,1,Control,3,0.0678,0.007,0.103244838,15.46,348.88,50336.45952
KAL-1,KAL-1_1_control,C_3,1,Control,4,0.0678,0.007,0.103244838,600,600,50336.45952
KAL-1,KAL-1_1_control,C_3,1,Control,5,0.0678,0.007,0.103244838,56.07,152.64,50336.45952
UPP-A10,UPP-A10_3_control,C_116,3,Control,1,0.0968,0.01,0.103305785,600,348.88,26234.6036
UPP-A10,UPP-A10_3_control,C_116,3,Control,2,0.0968,0.01,0.103305785,600,600,26234.6036
UPP-A10,UPP-A10_3_control,C_116,3,Control,3,0.0968,0.01,0.103305785,35.79,600,26234.6036
UPP-A10,UPP-A10_3_control,C_116,3,Control,4,0.0968,0.01,0.103305785,600,291.44,26234.6036
UPP-A10,UPP-A10_3_control,C_116,3,Control,5,0.0968,0.01,0.103305785,574.19,283.38,26234.6036
KAL-AA1,KAL-AA1_4_control,C_141,4,Control,1,0.1258,0.013,0.103338633,600,552.25,50078.62247
KAL-AA1,KAL-AA1_4_control,C_141,4,Control,2,0.1258,0.013,0.103338633,283.38,600,50078.62247
KAL-AA1,KAL-AA1_4_control,C_141,4,Control,3,0.1258,0.013,0.103338633,114.04,89.81,50078.62247
KAL-AA1,KAL-AA1_4_control,C_141,4,Control,4,0.1258,0.013,0.103338633,286.78,600,50078.62247
KAL-AA1,KAL-AA1_4_control,C_141,4,Control,5,0.1258,0.013,0.103338633,600,600,50078.62247
KAL-1,KAL-1_2_control,C_47,2,Control,1,0.0967,0.01,0.103412616,102.42,600,44488.96353
KAL-1,KAL-1_2_control,C_47,2,Control,2,0.0967,0.01,0.103412616,207.34,305.85,44488.96353
KAL-1,KAL-1_2_control,C_47,2,Control,3,0.0967,0.01,0.103412616,35.03,124.78,44488.96353
KAL-1,KAL-1_2_control,C_47,2,Control,4,0.0967,0.01,0.103412616,600,258.63,44488.96353
KAL-1,KAL-1_2_control,C_47,2,Control,5,0.0967,0.01,0.103412616,302.5,590.41,44488.96353
UPP-A7,UPP-A7_2,M_2_27,2,Mixed,1,0.058,0.006,0.103448276,66.59,94.38,43071.51432
UPP-A7,UPP-A7_2,M_2_27,2,Mixed,2,0.058,0.006,0.103448276,65.57,385.84,43071.51432
UPP-A7,UPP-A7_2,M_2_27,2,Mixed,3,0.058,0.006,0.103448276,600,600,43071.51432
UPP-A7,UPP-A7_2,M_2_27,2,Mixed,4,0.058,0.006,0.103448276,77,439.12,43071.51432
UPP-A7,UPP-A7_2,M_2_27,2,Mixed,5,0.058,0.006,0.103448276,182.09,600,43071.51432
KAL-1,KAL-1_4,M_4_6,4,Mixed,1,0.1352,0.014,0.103550296,600,220.18,40343.23667
KAL-1,KAL-1_4,M_4_6,4,Mixed,2,0.1352,0.014,0.103550296,600,77.56,40343.23667
KAL-1,KAL-1_4,M_4_6,4,Mixed,3,0.1352,0.014,0.103550296,600,155.59,40343.23667
KAL-1,KAL-1_4,M_4_6,4,Mixed,4,0.1352,0.014,0.103550296,220.18,270.91,40343.23667
KAL-1,KAL-1_4,M_4_6,4,Mixed,5,0.1352,0.014,0.103550296,77.56,600,40343.23667
KAL-1,KAL-1_4_control,C_137,4,Control,1,0.0578,0.006,0.103806228,600,245.5,54029.20928
KAL-1,KAL-1_4_control,C_137,4,Control,2,0.0578,0.006,0.103806228,191.54,600,54029.20928
KAL-1,KAL-1_4_control,C_137,4,Control,3,0.0578,0.006,0.103806228,600,121.08,54029.20928
KAL-1,KAL-1_4_control,C_137,4,Control,4,0.0578,0.006,0.103806228,348.88,600,54029.20928
KAL-1,KAL-1_4_control,C_137,4,Control,5,0.0578,0.006,0.103806228,600,600,54029.20928
UPP-A7,UPP-A7_4_control,C_163,4,Control,1,0.1537,0.016,0.104098894,600,570.93,63847.54053
UPP-A7,UPP-A7_4_control,C_163,4,Control,2,0.1537,0.016,0.104098894,217.35,210.53,63847.54053
UPP-A7,UPP-A7_4_control,C_163,4,Control,3,0.1537,0.016,0.104098894,600,191.54,63847.54053
UPP-A7,UPP-A7_4_control,C_163,4,Control,4,0.1537,0.016,0.104098894,478.62,27.53,63847.54053
UPP-A7,UPP-A7_4_control,C_163,4,Control,5,0.1537,0.016,0.104098894,199.25,600,63847.54053
UPP-A8,UPP-A8_4_control,C_166,4,Control,1,0.1342,0.014,0.104321908,473.22,600,60753.2645
UPP-A8,UPP-A8_4_control,C_166,4,Control,2,0.1342,0.014,0.104321908,55.38,600,60753.2645
UPP-A8,UPP-A8_4_control,C_166,4,Control,3,0.1342,0.014,0.104321908,539.28,600,60753.2645
UPP-A8,UPP-A8_4_control,C_166,4,Control,4,0.1342,0.014,0.104321908,245.5,48.85,60753.2645
UPP-A8,UPP-A8_4_control,C_166,4,Control,5,0.1342,0.014,0.104321908,583.85,600,60753.2645
KAL-B3,KAL-B3_3_control,C_102,3,Control,1,0.0953,0.01,0.104931794,470.81,383.22,7747.47922
KAL-B3,KAL-B3_3_control,C_102,3,Control,2,0.0953,0.01,0.104931794,482.03,392.27,7747.47922
KAL-B3,KAL-B3_3_control,C_102,3,Control,3,0.0953,0.01,0.104931794,600,458.84,7747.47922
KAL-B3,KAL-B3_3_control,C_102,3,Control,4,0.0953,0.01,0.104931794,600,600,7747.47922
KAL-B3,KAL-B3_3_control,C_102,3,Control,5,0.0953,0.01,0.104931794,600,424.78,7747.47922
UPP-A7,UPP-A7_2,M_2_30,2,Mixed,1,0.0938,0.01,0.106609808,109.31,211.35,27429.87075
UPP-A7,UPP-A7_2,M_2_30,2,Mixed,2,0.0938,0.01,0.106609808,600,600,27429.87075
UPP-A7,UPP-A7_2,M_2_30,2,Mixed,3,0.0938,0.01,0.106609808,600,383.75,27429.87075
UPP-A7,UPP-A7_2,M_2_30,2,Mixed,4,0.0938,0.01,0.106609808,600,600,27429.87075
UPP-A7,UPP-A7_2,M_2_30,2,Mixed,5,0.0938,0.01,0.106609808,95.35,383.75,27429.87075
N10-C3,N10-C3_1,M_1_20,1,Mixed,1,0.0935,0.01,0.106951872,403.03,222.78,0
N10-C3,N10-C3_1,M_1_20,1,Mixed,2,0.0935,0.01,0.106951872,234.66,600,0
N10-C3,N10-C3_1,M_1_20,1,Mixed,3,0.0935,0.01,0.106951872,554.88,209.16,0
N10-C3,N10-C3_1,M_1_20,1,Mixed,4,0.0935,0.01,0.106951872,600,600,0
N10-C3,N10-C3_1,M_1_20,1,Mixed,5,0.0935,0.01,0.106951872,600,600,0
UPP-B77,UPP-B77_4,M_4_41,4,Mixed,1,0.0652,0.007,0.107361963,600,298.59,34157.82153
UPP-B77,UPP-B77_4,M_4_41,4,Mixed,2,0.0652,0.007,0.107361963,403.25,191.54,34157.82153
UPP-B77,UPP-B77_4,M_4_41,4,Mixed,3,0.0652,0.007,0.107361963,317.35,600,34157.82153
UPP-B77,UPP-B77_4,M_4_41,4,Mixed,4,0.0652,0.007,0.107361963,298.59,344.09,34157.82153
UPP-B77,UPP-B77_4,M_4_41,4,Mixed,5,0.0652,0.007,0.107361963,191.54,600,34157.82153
N10-C3,N10-C3_3,M_3_21,3,Mixed,1,0.0372,0.004,0.107526882,309.35,281.46,34342.9398
N10-C3,N10-C3_3,M_3_21,3,Mixed,2,0.0372,0.004,0.107526882,285.19,600,34342.9398
N10-C3,N10-C3_3,M_3_21,3,Mixed,3,0.0372,0.004,0.107526882,231.35,228.5,34342.9398
N10-C3,N10-C3_3,M_3_21,3,Mixed,4,0.0372,0.004,0.107526882,119.25,106.59,34342.9398
N10-C3,N10-C3_3,M_3_21,3,Mixed,5,0.0372,0.004,0.107526882,600,228.5,34342.9398
UPP-A7,UPP-A7_3,M_3_30,3,Mixed,1,0.0743,0.008,0.107671602,289.71,76.09,9430.97192
UPP-A7,UPP-A7_3,M_3_30,3,Mixed,2,0.0743,0.008,0.107671602,513.87,288.32,9430.97192
UPP-A7,UPP-A7_3,M_3_30,3,Mixed,3,0.0743,0.008,0.107671602,313.9,116.78,9430.97192
UPP-A7,UPP-A7_3,M_3_30,3,Mixed,4,0.0743,0.008,0.107671602,383.75,266.34,9430.97192
UPP-A7,UPP-A7_3,M_3_30,3,Mixed,5,0.0743,0.008,0.107671602,600,116.78,9430.97192
KAL-1,KAL-1_3_control,C_95,3,Control,1,0.111,0.012,0.108108108,237.22,554.75,67418.90207
KAL-1,KAL-1_3_control,C_95,3,Control,2,0.111,0.012,0.108108108,600,600,67418.90207
KAL-1,KAL-1_3_control,C_95,3,Control,3,0.111,0.012,0.108108108,600,60.21,67418.90207
KAL-1,KAL-1_3_control,C_95,3,Control,4,0.111,0.012,0.108108108,600,175.75,67418.90207
KAL-1,KAL-1_3_control,C_95,3,Control,5,0.111,0.012,0.108108108,160.66,600,67418.90207
UPP-B77,UPP-B77_3_control,C_133,3,Control,1,0.1104,0.012,0.108695652,221.87,241.15,16171.21537
UPP-B77,UPP-B77_3_control,C_133,3,Control,2,0.1104,0.012,0.108695652,408.56,512.31,16171.21537
UPP-B77,UPP-B77_3_control,C_133,3,Control,3,0.1104,0.012,0.108695652,115.38,314.79,16171.21537
UPP-B77,UPP-B77_3_control,C_133,3,Control,4,0.1104,0.012,0.108695652,600,199.52,16171.21537
UPP-B77,UPP-B77_3_control,C_133,3,Control,5,0.1104,0.012,0.108695652,600,223.54,16171.21537
KAL-AA1,KAL-AA1_2_control,C_56,2,Control,1,0.1101,0.012,0.108991826,600,570.13,5080.52878
KAL-AA1,KAL-AA1_2_control,C_56,2,Control,2,0.1101,0.012,0.108991826,600,521.23,5080.52878
KAL-AA1,KAL-AA1_2_control,C_56,2,Control,3,0.1101,0.012,0.108991826,600,483.23,5080.52878
KAL-AA1,KAL-AA1_2_control,C_56,2,Control,4,0.1101,0.012,0.108991826,600,419.69,5080.52878
KAL-AA1,KAL-AA1_2_control,C_56,2,Control,5,0.1101,0.012,0.108991826,301.03,600,5080.52878
UPP-B77,UPP-B77_4,M_4_42,4,Mixed,1,0.0546,0.006,0.10989011,600,600,31469.35312
UPP-B77,UPP-B77_4,M_4_42,4,Mixed,2,0.0546,0.006,0.10989011,84.53,348.88,31469.35312
UPP-B77,UPP-B77_4,M_4_42,4,Mixed,3,0.0546,0.006,0.10989011,600,600,31469.35312
UPP-B77,UPP-B77_4,M_4_42,4,Mixed,4,0.0546,0.006,0.10989011,600,441.94,31469.35312
UPP-B77,UPP-B77_4,M_4_42,4,Mixed,5,0.0546,0.006,0.10989011,348.88,182.09,31469.35312
N10-C3,N10-C3_4_control,C_152,4,Control,1,0.0448,0.005,0.111607143,329.75,600,0
N10-C3,N10-C3_4_control,C_152,4,Control,2,0.0448,0.005,0.111607143,135.66,600,0
N10-C3,N10-C3_4_control,C_152,4,Control,3,0.0448,0.005,0.111607143,109.93,600,0
N10-C3,N10-C3_4_control,C_152,4,Control,4,0.0448,0.005,0.111607143,600,600,0
N10-C3,N10-C3_4_control,C_152,4,Control,5,0.0448,0.005,0.111607143,338.75,600,0
KAL-AA1,KAL-AA1_4,M_4_12,4,Mixed,1,0.106,0.012,0.113207547,600,335.09,1171.41107
KAL-AA1,KAL-AA1_4,M_4_12,4,Mixed,2,0.106,0.012,0.113207547,600,412.22,1171.41107
KAL-AA1,KAL-AA1_4,M_4_12,4,Mixed,3,0.106,0.012,0.113207547,600,414.03,1171.41107
KAL-AA1,KAL-AA1_4,M_4_12,4,Mixed,4,0.106,0.012,0.113207547,335.09,415.46,1171.41107
KAL-AA1,KAL-AA1_4,M_4_12,4,Mixed,5,0.106,0.012,0.113207547,212.22,399.41,1171.41107
KAL-B3,KAL-B3_2_control,C_60,2,Control,1,0.1058,0.012,0.11342155,88.63,281.46,34382.61692
KAL-B3,KAL-B3_2_control,C_60,2,Control,2,0.1058,0.012,0.11342155,600,600,34382.61692
KAL-B3,KAL-B3_2_control,C_60,2,Control,3,0.1058,0.012,0.11342155,600,291.52,34382.61692
KAL-B3,KAL-B3_2_control,C_60,2,Control,4,0.1058,0.012,0.11342155,600,221.91,34382.61692
KAL-B3,KAL-B3_2_control,C_60,2,Control,5,0.1058,0.012,0.11342155,600,600,34382.61692
UPP-A7,UPP-A7_2_control,C_78,2,Control,1,0.0766,0.009,0.117493473,600,137.59,69604.1378
